country,city,clicks,views,lat,lng
United States of America,Gainesville,27.0,14582,29.65138002,-82.32503727
United States of America,Oklahoma City,38.0,15161,35.47004295,-97.51868351
United States of America,Salem,20.0,11634,42.5224989,-70.88309175
United States of America,Salem,20.0,11634,44.92807029,-123.0238967
United States of America,Marietta,32.0,14569,33.95561342,-84.54324813
United States of America,Fayetteville,37.0,13878,36.06297833,-94.15720911
United States of America,Fayetteville,37.0,13878,35.06293601,-78.88359359
United States of America,Decatur,33.0,14302,39.8407064,-88.95473596
United States of America,Anchorage,19.0,9939,61.21996991,-149.9002149
United States of America,Boise,25.0,13572,43.60859011,-116.2274899
United States of America,Boulder,31.0,11279,40.03844627,-105.246093
United States of America,Memphis,30.0,13889,35.1199868,-89.99999516
United States of America,Lancaster,39.0,13892,39.71921511,-82.6053044
United States of America,Lancaster,39.0,13892,40.03777447,-76.30576644
United States of America,Lancaster,39.0,13892,34.69804873,-118.135823
United States of America,Lincoln,37.0,13527,40.81997479,-96.68000086
United States of America,Mesa,41.0,12843,33.42391461,-111.7360844
United States of America,Santa Cruz,31.0,10623,36.97194629,-122.0263904
United States of America,Charlottesville,31.0,13399,38.02918907,-78.47692591
United States of America,Detroit,44.0,11928,42.32996014,-83.08005579
United States of America,Albany,29.0,12452,44.62049217,-123.086942
United States of America,Albany,29.0,12452,31.57873008,-84.15582992
United States of America,Albany,29.0,12452,42.67001691,-73.81994918
United States of America,Greensboro,26.0,11954,36.07000633,-79.80002344
United States of America,Farmington,35.0,12141,36.75415061,-108.1860944
United States of America,Bloomington,25.0,13212,40.48459475,-88.99359664
United States of America,Bloomington,25.0,13212,39.16565716,-86.52640873
United States of America,Jackson,24.0,11825,35.61486615,-88.81389185
United States of America,Jackson,24.0,11825,32.29881533,-90.18499679
United States of America,Reno,23.0,8765,39.52997601,-119.8200096
United States of America,Greenville,21.0,11781,33.41037539,-91.06168746
United States of America,Greenville,21.0,11781,34.85292299,-82.3941545
United States of America,Greenville,21.0,11781,35.61287661,-77.3666836
United States of America,Medford,21.0,9793,42.32662701,-122.8744227
United States of America,Canton,16.0,12051,40.79886497,-81.37863509
United States of America,Charleston,37.0,11695,32.79237693,-79.99210474
United States of America,Charleston,37.0,11695,38.34973798,-81.63272811
United States of America,Auburn,20.0,10740,32.60970074,-85.48083948
United States of America,Olympia,18.0,9247,47.03804486,-122.899434
Canada,Victoria,16.0,9825,48.43328269,-123.3500009
United States of America,Bellingham,19.0,9146,48.76013613,-122.4869269
United States of America,Burlington,28.0,10530,40.80793418,-91.11276961
United States of America,Burlington,28.0,10530,44.47579816,-73.21246688
United States of America,Santa Rosa,19.0,8796,38.45040367,-122.6999889
United States of America,Fresno,17.0,8942,36.7477169,-119.7729841
United States of America,Lafayette,26.0,10747,40.41720868,-86.87824772
United States of America,Lafayette,26.0,10747,30.19997703,-92.01994938
United States of America,Sarasota,34.0,11182,27.33612083,-82.53078699
United States of America,Tallahassee,21.0,10983,30.44998761,-84.28003422
United States of America,Athens,19.0,10249,33.96129783,-83.3780221
United States of America,Des Moines,20.0,11286,41.57998008,-93.61998092
United States of America,San Mateo,19.0,7020,37.55691815,-122.3130616
United States of America,Naples,60.0,10898,26.14205935,-81.79499211
United States of America,Syracuse,16.0,9477,43.04999371,-76.15001367
United States of America,Watertown,22.0,9593,43.97515688,-75.91106185
Canada,London,27.0,10641,42.9699986,-81.24998661
United States of America,Akron,23.0,9519,41.07039878,-81.51999597
Malaysia,Kuala Lumpur,15.0,10999,3.166665872,101.6999833
United States of America,Asheville,21.0,9268,35.60119773,-82.55414474
United States of America,Manchester,18.0,9277,42.99599184,-71.45528731
Japan,Tokyo,12.0,8701,35.68501691,139.7514074
United States of America,Belleville,17.0,9382,38.52515362,-90.0002277
United Kingdom,Glasgow,5.0,3314,55.87440472,-4.250707236
United States of America,Tulsa,21.0,9922,36.12000327,-95.93002079
Canada,Kitchener,24.0,8760,43.44999514,-80.50000655
United States of America,Peoria,27.0,9752,40.69998212,-89.67004114
Spain,Granada,0.0,5532,37.16497825,-3.585011435
United States of America,Trenton,22.0,9601,40.2169625,-74.74335535
United States of America,Astoria,18.0,9839,46.18838096,-123.8299974
United States of America,West Palm Beach,37.0,8489,26.74501996,-80.12362126
United States of America,Duluth,22.0,9212,46.78333173,-92.10637822
United States of America,Santa Fe,26.0,7481,35.68692893,-105.9372394
Canada,Halifax,28.0,8232,44.65002525,-63.60000452
United States of America,Wichita,25.0,10166,37.71998313,-97.32998702
United States of America,El Paso,21.0,8968,31.77998395,-106.5099952
United States of America,Baton Rouge,30.0,9126,30.45794578,-91.14015812
United States of America,Lansing,20.0,7901,42.73352724,-84.54673629
United States of America,Fort Wayne,18.0,7351,41.08039817,-85.12998234
United States of America,Carlsbad,16.0,6217,32.420565,-104.2282998
United States of America,Laurel,19.0,7561,31.69737917,-89.1392725
United States of America,Dover,13.0,7438,39.15808657,-75.524703
United States of America,Everett,12.0,6602,47.9604175,-122.1999677
United States of America,Roanoke,22.0,8041,37.27119916,-79.94161686
Indonesia,Jakarta,17.0,9160,-6.174417705,106.8294376
United States of America,Monroe,21.0,7643,32.50960349,-92.11919397
United States of America,Fort Collins,16.0,7274,40.56068829,-105.0588693
United States of America,Providence,11.0,7793,41.82110231,-71.4149797
United States of America,Worcester,15.0,7206,42.27042889,-71.80002079
United States of America,Evanston,21.0,8708,42.04834943,-87.69995467
United States of America,Dublin,15.0,7320,32.53745709,-82.91828272
United Kingdom,Manchester,0.0,2564,53.50041526,-2.247987103
United States of America,Rockford,14.0,7561,42.26970542,-89.06969019
United States of America,Stockton,19.0,6525,37.95813397,-121.289739
United States of America,Roswell,18.0,7877,33.39453656,-104.5224679
United States of America,Oceanside,18.0,5745,33.2204645,-117.3349675
United States of America,Stamford,36.0,8329,41.05334556,-73.53919112
United States of America,Ithaca,15.0,7256,42.44057355,-76.4969434
United Kingdom,Birmingham,11.0,2554,52.47497398,-1.919996787
United States of America,Marion,15.0,7281,40.55833701,-85.65917485
United States of America,York,12.0,5855,39.96292116,-76.72804041
United States of America,Norfolk,22.0,7248,42.02871238,-97.43359827
United States of America,Norfolk,22.0,7248,36.84995872,-76.28000574
United States of America,Florence,19.0,6967,34.79969627,-87.67724288
United States of America,Florence,19.0,6967,34.19567629,-79.76279057
United States of America,Bakersfield,14.0,6171,35.36997154,-119.0199809
United States of America,Bend,12.0,5718,44.071921,-121.3099962
United States of America,Cape Coral,22.0,6443,26.60290977,-81.97968368
South Korea,Seoul,9.0,7222,37.5663491,126.999731
United States of America,Missoula,11.0,5838,46.87224103,-113.9930526
United States of America,Fredericksburg,18.0,6037,38.30351341,-77.46078638
Thailand,Bangkok,11.0,8797,13.74999921,100.5166447
Australia,Melbourne,18.0,6655,-37.82003131,144.9750162
Canada,Saskatoon,16.0,6574,52.17003135,-106.6699854
Canada,Hamilton,19.0,6700,43.24998151,-79.82999577
United States of America,Schenectady,14.0,6093,42.81458173,-73.93996769
United States of America,Little Rock,28.0,7079,34.73608258,-92.33109318
United States of America,San Marcos,9.0,6063,29.88307131,-97.94111251
United States of America,Kalamazoo,14.0,6028,42.29215883,-85.58718958
United States of America,Brunswick,16.0,5434,31.1496865,-81.49165145
Jamaica,Kingston,13.0,5390,17.97707662,-76.76743371
United States of America,Huntsville,16.0,6123,30.72376935,-95.55058659
United States of America,Huntsville,16.0,6123,34.71995953,-86.60999536
United States of America,Bristol,15.0,5702,36.61152366,-82.17600244
Australia,Sydney,13.0,5590,-33.92001097,151.1851798
Chile,Santiago,5.0,5954,-33.45001382,-70.66704085
United States of America,Toledo,9.0,6110,41.67002626,-83.57997359
United States of America,New Haven,8.0,6209,41.33038291,-72.90000533
United States of America,Danville,21.0,5398,36.58625388,-79.39531946
United States of America,Harrisburg,9.0,6544,40.27359987,-76.88474919
United States of America,Leesburg,23.0,5981,28.81050112,-81.88333297
United States of America,Cedar Rapids,20.0,6752,41.96998212,-91.66002303
United States of America,Lawrence,13.0,6625,38.95975242,-95.25522994
United States of America,Winchester,11.0,5403,39.1787313,-78.16663477
United States of America,Erie,13.0,5794,42.12992067,-80.08499313
United States of America,Allentown,6.0,5829,40.59998822,-75.50002751
United States of America,Clarksville,12.0,5638,36.5300816,-87.35943282
United States of America,Chattanooga,10.0,6209,35.06998985,-85.25000086
France,Paris,6.0,2223,48.86669293,2.333335326
Australia,Brisbane,11.0,5744,-27.45503091,153.0350927
United States of America,Newport,14.0,5560,41.49039899,-71.31335799
United States of America,Chico,7.0,4248,39.72862022,-121.8363982
United States of America,Sioux Falls,19.0,5904,43.54998903,-96.7299978
United States of America,Augusta,6.0,5239,33.46081158,-81.98498051
United States of America,Augusta,6.0,5239,44.31056276,-69.77998906
Germany,Berlin,9.0,2030,52.52181866,13.40154862
United States of America,Davenport,17.0,5354,41.55398684,-90.58753036
United States of America,Sanford,13.0,5229,28.78995974,-81.27998478
United States of America,Denton,22.0,5598,33.21576194,-97.12883651
United States of America,Murfreesboro,18.0,5338,35.84596315,-86.39026717
United States of America,Eureka,8.0,4732,40.80222394,-124.1474974
United States of America,Covington,19.0,5408,39.0840084,-84.50859908
United States of America,Savannah,11.0,5639,32.02110618,-81.10999516
United States of America,Iowa City,6.0,5684,41.66108624,-91.52997929
United States of America,Pensacola,12.0,4917,30.42112632,-87.21693506
United States of America,Lynchburg,13.0,4478,37.4136194,-79.14246668
United States of America,Corvallis,7.0,4025,44.57235557,-123.2799793
United States of America,Annapolis,8.0,5111,38.9783301,-76.49249923
Canada,Regina,18.0,5636,50.45003298,-104.6170099
United States of America,Appleton,12.0,5796,44.26867902,-88.40050623
United States of America,Mansfield,12.0,5026,40.75832481,-82.51554244
United States of America,Hartford,9.0,4387,41.77002016,-72.67996708
United States of America,Midland,14.0,5225,32.030718,-102.0974996
United States of America,Melbourne,6.0,4451,28.08331036,-80.60832035
United States of America,Whittier,8.0,4325,60.78415672,-148.6776797
United States of America,Traverse City,12.0,4855,44.76844179,-85.62217452
United States of America,State College,9.0,4898,40.79372316,-77.8602452
United States of America,Hampton,17.0,4903,37.03002525,-76.34994979
United States of America,Bozeman,10.0,4512,45.68009157,-111.0378325
Taiwan,Taipei,6.0,5119,25.03583333,121.5683333
Netherlands,Amsterdam,5.0,2237,52.34996869,4.916640176
United Kingdom,Liverpool,2.0,1889,53.41600181,-2.917997886
United States of America,Montgomery,14.0,5480,32.36160219,-86.27918868
Barbados,Bridgetown,4.0,3120,13.10200258,-59.61652674
United States of America,Modesto,7.0,3908,37.65541343,-120.9899899
United Kingdom,Edinburgh,5.0,1692,55.94832786,-3.219090618
United States of America,Utica,6.0,4208,43.10117922,-75.23306706
United States of America,Topeka,14.0,4733,39.05000531,-95.66998499
Norway,Oslo,2.0,1826,59.91669029,10.74997921
New Zealand,Wellington,8.0,4175,-41.29997394,174.7832743
United States of America,Spring Hill,8.0,4182,28.47894513,-82.54771102
Spain,Madrid,5.0,1513,40.40002626,-3.683351686
United States of America,Quincy,12.0,4693,39.9359719,-91.40972823
United Kingdom,Belfast,3.0,1690,54.60001223,-5.960034425
United States of America,Jonesboro,11.0,3930,35.84257835,-90.70416406
Australia,Perth,8.0,4061,-31.95501463,115.8399987
United States of America,Johnson City,10.0,4470,36.31332481,-82.35361434
United States of America,Youngstown,5.0,4161,41.09969932,-80.64973902
United States of America,Meridian,10.0,4578,32.36418601,-88.70361434
United States of America,Norman,5.0,4293,35.22791302,-97.34414636
United States of America,San Luis Obispo,14.0,3578,35.28318097,-120.6585889
United Kingdom,Bristol,5.0,1428,51.44999778,-2.583315472
United States of America,Miami Beach,11.0,4174,25.80991953,-80.13178111
United States of America,Mobile,10.0,4381,30.68002525,-88.04998499
United States of America,Fargo,9.0,4518,46.8772278,-96.7894257
United States of America,Myrtle Beach,9.0,4021,33.68891136,-78.8869784
United States of America,Billings,6.0,4115,45.78830202,-108.5400004
United States of America,Monterey,10.0,2860,36.6002582,-121.8935781
New Zealand,Christchurch,10.0,3676,-43.53503131,172.6300207
United States of America,Lubbock,9.0,4518,33.58000327,-101.8799677
United States of America,Palm Springs,7.0,3015,33.77735557,-116.5330526
United States of America,Huntington,14.0,4360,38.41957867,-82.44528833
Sweden,Stockholm,9.0,1878,59.35075995,18.09733473
United States of America,Independence,9.0,4232,39.09111391,-94.41528121
United States of America,Salisbury,7.0,3508,35.67078005,-80.4744784
United States of America,Green Bay,12.0,4754,44.5299809,-88.00001388
Canada,Windsor,17.0,4454,44.98059938,-64.12911951
Canada,Windsor,17.0,4454,42.33329327,-83.03334029
Canada,Kingston,11.0,3963,44.23371991,-76.48330082
Canada,Barrie,12.0,4160,44.38376243,-79.7000037
Peru,Lima,5.0,4424,-12.04801268,-77.05006209
Greece,Athens,3.0,1914,37.98332623,23.73332108
United States of America,Redding,9.0,3777,40.58704327,-122.3905762
United States of America,Kissimmee,10.0,3738,28.29205731,-81.4077806
United States of America,Ocala,12.0,3720,29.1873515,-82.14026819
United States of America,Evansville,7.0,4095,37.97469627,-87.5558291
United States of America,Corpus Christi,22.0,4962,27.74281435,-97.40189478
United Kingdom,Leeds,2.0,1354,53.83000755,-1.580017539
United States of America,Helena,5.0,3176,46.59274904,-112.035291
Portugal,Porto,2.0,1995,41.15000633,-8.620001263
Canada,Kelowna,8.0,3032,49.89998903,-119.4833118
Philippines,Quezon City,8.0,4031,14.6504352,121.0299662
United States of America,Vallejo,13.0,3316,38.11194887,-122.258052
United States of America,Eau Claire,5.0,4289,44.81135907,-91.49835331
United States of America,Anderson,8.0,3651,34.50374534,-82.6502629
United States of America,Salinas,8.0,2680,36.68221702,-121.6416555
United States of America,Hagerstown,10.0,3216,39.64164878,-77.72027958
United States of America,Metairie,8.0,3888,29.98386619,-90.15277653
United States of America,Kalispell,6.0,3030,48.19776735,-114.3159786
United States of America,Macon,10.0,3056,32.85038373,-83.63004806
United States of America,Bremerton,4.0,2774,47.57359552,-122.6420175
United States of America,Bowling Green,7.0,3664,41.37474713,-83.65139042
United States of America,Bowling Green,7.0,3664,36.99069948,-86.44364893
United States of America,Garden City,5.0,2877,37.97521303,-100.8640866
Puerto Rico,San Juan,8.0,3571,18.44002301,-66.12997929
United States of America,Ogden,15.0,3384,41.23237856,-111.9680341
United States of America,Vero Beach,8.0,2969,27.64225201,-80.39112431
United States of America,Juneau,7.0,1522,58.31412661,-134.419997
United States of America,Lowell,12.0,3510,42.63368837,-71.31669112
United States of America,Morgantown,5.0,3435,39.62981488,-79.95606043
United States of America,Clovis,5.0,2942,34.40506919,-103.2047706
United States of America,Lakeville,3.0,3375,44.65010276,-93.24251042
Portugal,Lisbon,6.0,1402,38.72272288,-9.144866305
United Kingdom,Nottingham,3.0,1274,52.97034426,-1.170016725
United States of America,Poughkeepsie,13.0,2900,41.70023114,-73.92141585
United States of America,Ontario,16.0,2849,44.02662661,-116.9618895
United States of America,Racine,8.0,3395,42.72771364,-87.81183415
United States of America,Elgin,11.0,3355,42.03946108,-88.28991866
United States of America,Richland,12.0,2931,46.29181134,-119.2911013
Canada,Moncton,5.0,3222,46.08334861,-64.76667749
United States of America,Saginaw,5.0,3050,43.4194802,-83.95082951
United States of America,Conway,2.0,3026,35.09128054,-92.4513184
United States of America,South Bend,4.0,3510,41.68330711,-86.25001734
United Kingdom,Sheffield,1.0,1030,53.36667666,-1.499996583
United States of America,Ambler,9.0,3708,67.08648521,-157.8514091
United States of America,Saratoga Springs,5.0,3236,43.08296328,-73.78501591
United States of America,La Crosse,11.0,3564,43.80136904,-91.23942855
United States of America,New Albany,8.0,2983,38.3108773,-85.82128382
United States of America,Lewiston,3.0,2852,44.10070477,-70.21525965
United States of America,Lewiston,3.0,2852,46.41660992,-117.016589
Vietnam,Ho Chi Minh City,5.0,3567,10.78002545,106.6950272
United States of America,Shawnee,7.0,3636,35.34278973,-96.93378382
United States of America,Muskegon,3.0,3005,43.23458193,-86.24836369
United States of America,Palm Coast,9.0,2805,29.53800193,-81.22329574
Dominican Republic,Santo Domingo,6.0,2845,18.47007285,-69.90008508
United States of America,Waukesha,1.0,3199,43.0116498,-88.23136926
Turkey,Istanbul,2.0,1314,41.10499615,29.01000159
Spain,Barcelona,1.0,1010,41.38329958,2.183370319
United States of America,Janesville,2.0,2943,42.68262596,-89.02157943
United States of America,Bridgeport,12.0,3062,41.17997866,-73.19996118
United States of America,Great Falls,4.0,2930,47.50029055,-111.299987
Canada,Fredericton,7.0,2554,45.94999758,-66.63330774
United States of America,Urbana,1.0,2649,40.10999229,-88.20418746
United States of America,Spartanburg,8.0,2977,34.94942873,-81.93227055
United States of America,Amarillo,11.0,3158,35.22998008,-101.8299966
United States of America,Freeport,8.0,2808,28.95948427,-95.35687748
United States of America,Bangor,1.0,2647,44.80115297,-68.77834477
United States of America,Powell,6.0,2954,44.75867495,-108.7584367
United States of America,Aberdeen,6.0,2295,46.97489626,-123.8143911
United States of America,Aberdeen,6.0,2295,45.46511761,-98.48640222
United States of America,Visalia,8.0,2234,36.32502952,-119.3160094
United States of America,Blacksburg,1.0,2066,37.22941876,-80.41419784
United States of America,Shreveport,10.0,3202,32.50001752,-93.77002344
United States of America,Grand Junction,8.0,2733,39.09385276,-108.5499998
United States of America,Stillwater,5.0,3014,36.13535118,-97.06829757
United States of America,Mankato,7.0,2784,44.16362083,-93.99915674
United States of America,Harrisonburg,5.0,2946,38.44942181,-78.86917586
United States of America,Santa Maria,5.0,2321,34.94012697,-120.4366386
Austria,Vienna,2.0,1056,48.20001528,16.36663896
Canada,Nanaimo,8.0,2584,49.14602021,-123.9342911
United States of America,Johnstown,9.0,2948,40.32708498,-78.92222172
United States of America,La Grange,4.0,2731,33.03647056,-85.03187464
United States of America,Tuscaloosa,5.0,2311,33.22511538,-87.54417607
United States of America,Yakima,4.0,2031,46.60223167,-120.5046965
United States of America,Binghamton,3.0,2642,42.09901817,-75.91832239
United States of America,Flagstaff,4.0,2449,35.19809572,-111.6505083
United States of America,Durango,5.0,2368,37.27564333,-107.8799891
United States of America,Bay City,4.0,2599,43.5944566,-83.88889531
United States of America,Bay City,4.0,2599,28.98111086,-95.96435978
United States of America,Killeen,9.0,2640,31.11728538,-97.72748214
United States of America,Kennewick,8.0,1967,46.21137697,-119.1360979
United States of America,Rock Hill,7.0,2700,34.94038535,-81.03000004
United States of America,Jamestown,3.0,2179,46.90601158,-98.70297815
United States of America,Jamestown,3.0,2179,42.09736452,-79.23553593
United States of America,Pueblo,5.0,2096,38.2803882,-104.6300066
United States of America,Cheyenne,9.0,2273,41.14000694,-104.8197107
Belgium,Brussels,0.0,1019,50.83331708,4.333316608
United States of America,Scranton,10.0,2196,41.40929283,-75.66267908
United Kingdom,Leicester,1.0,876,52.62997744,-1.133248943
United States of America,Beaumont,2.0,2329,30.08626304,-94.10168278
Australia,Adelaide,6.0,2632,-34.93498777,138.6000048
United States of America,Panama City,6.0,2575,30.15861005,-85.65527328
United States of America,Wheeling,9.0,1917,40.06431032,-80.72107833
United States of America,Provo,3.0,2179,40.24889854,-111.63777
United States of America,Frankfort,9.0,2753,38.2008065,-84.87335718
United States of America,Longview,8.0,2693,32.50053428,-94.74027429
United States of America,Longview,8.0,2693,46.13871991,-122.9369511
United States of America,Carbondale,10.0,2402,37.72683026,-89.22024947
United States of America,Las Cruces,9.0,2521,32.31261293,-106.7778083
United States of America,Montpelier,5.0,2416,44.25997154,-72.57581323
United States of America,Montpelier,5.0,2416,42.32262209,-111.2969123
United Kingdom,Cardiff,0.0,864,51.49999473,-3.22500757
Argentina,Buenos Aires,5.0,2768,-34.60250161,-58.39753137
Canada,Sudbury,5.0,2071,46.49998985,-80.96664474
United States of America,Waterbury,5.0,2092,41.55000775,-73.05002202
United States of America,Council Bluffs,8.0,2756,41.26227338,-95.86080021
Bermuda,Hamilton,4.0,2067,32.29419029,-64.78393742
Philippines,Manila,3.0,2744,14.60415895,120.9822172
Italy,Rome,0.0,713,41.89595563,12.48325842
United States of America,Rapid City,9.0,2365,44.08055096,-103.2305571
United States of America,Waterloo,5.0,2359,42.49315432,-92.34279789
United States of America,New Braunfels,5.0,2037,29.6978113,-98.12632084
United Kingdom,Oxford,1.0,732,51.7704175,-1.249986004
Egypt,Cairo,0.0,1173,30.04996035,31.24996822
Canada,Peterborough,12.0,2021,44.29996909,-78.33326542
United Kingdom,Cambridge,0.0,558,52.20039125,0.116623086
United States of America,Tyler,10.0,2494,32.35108604,-95.30078272
United States of America,Homestead,6.0,1980,25.46830202,-80.47778569
United States of America,Cumberland,2.0,2182,39.65317263,-78.76277409
Ireland,Cork,0.0,635,51.89860089,-8.49577112
United States of America,Hilo,7.0,2270,19.69999778,-155.0900273
United States of America,Pittsfield,5.0,2544,42.44819582,-73.25982833
United States of America,Coral Gables,10.0,2350,25.71541872,-80.29107874
Germany,Munich,2.0,888,48.12994204,11.57499345
United States of America,Wasilla,4.0,2306,61.58173077,-149.439442
United States of America,Ames,6.0,2428,42.05385297,-93.61972254
Romania,Bucharest,1.0,840,44.4333718,26.09994665
Finland,Helsinki,4.0,1001,60.17556337,24.93412634
United States of America,Manhattan,7.0,2087,39.19402753,-96.59243514
United Kingdom,Aberdeen,0.0,808,57.17039797,-2.079987021
United States of America,New London,2.0,2204,41.3555235,-72.10002832
China,Beijing,6.0,2709,39.92889223,116.3882857
Canada,Thunder Bay,4.0,2300,48.44615013,-89.27497481
United Kingdom,Southampton,0.0,664,50.90003135,-1.399976849
United States of America,Conroe,5.0,2354,30.31206321,-95.45586369
