country,city,clicks,views,lat,lng
United States of America,Los Angeles,263.0,123719,33.98997825,-118.1799805
United States of America,New York,127.0,53015,40.74997906,-73.98001693
United States of America,Chicago,113.0,62669,41.82999066,-87.75005497
United States of America,Seattle,200.0,96092,47.57000205,-122.339985
United States of America,Portland,160.0,79600,43.67216158,-70.2455274
United States of America,Portland,160.0,79600,45.52002382,-122.6799901
United States of America,San Francisco,106.0,68354,37.74000775,-122.4599777
United States of America,Denver,110.0,44300,39.73918805,-104.984016
United States of America,Houston,119.0,41085,29.81997438,-95.33997929
United States of America,Philadelphia,67.0,25159,39.99997316,-75.16999597
United States of America,Minneapolis,46.0,27700,44.97997927,-93.25178634
United States of America,Austin,62.0,30089,30.26694969,-97.74277836
Canada,Toronto,54.0,25046,43.69997988,-79.42002079
United States of America,San Diego,93.0,50107,32.82002382,-117.1799899
United States of America,Atlanta,44.0,20754,33.83001385,-84.39994938
United States of America,San Jose,83.0,43524,37.29998293,-121.8499891
United States of America,Phoenix,57.0,31930,33.53997988,-112.0699917
United States of America,Arlington,36.0,16251,32.68476076,-97.02023849
United States of America,Miami,36.0,15718,25.7876107,-80.22410608
United States of America,Charlotte,31.0,12306,35.20499453,-80.83003809
United States of America,Dallas,50.0,20735,32.82002382,-96.84001693
United States of America,Las Vegas,78.0,31694,35.59701194,-105.2225027
United States of America,Las Vegas,78.0,31694,36.20999778,-115.2200061
United States of America,Oakland,73.0,33121,37.76892071,-122.2211034
United States of America,Columbus,26.0,11172,32.47043276,-84.98001734
United States of America,Columbus,26.0,11172,39.97997438,-82.9900096
Singapore,Singapore,62.0,46617,1.293033466,103.8558207
United States of America,Pittsburgh,20.0,10622,40.4299986,-79.99998539
United States of America,Sacramento,64.0,27406,38.57502138,-121.4700381
United States of America,Louisville,33.0,13564,38.22501691,-85.74870427
United States of America,Salt Lake City,43.0,22417,40.7750163,-111.9300519
United States of America,Boston,14.0,9074,42.32996014,-71.07001367
United States of America,Madison,17.0,12647,43.07301556,-89.40111699
United States of America,Tucson,42.0,18168,32.20499676,-110.8899862
United States of America,Albuquerque,37.0,17481,35.10497479,-106.6413308
United States of America,Richmond,27.0,11871,39.82889833,-84.89028121
United States of America,Richmond,27.0,11871,37.55001935,-77.449986
United States of America,San Antonio,38.0,16884,29.48733319,-98.50730534
United States of America,Baltimore,20.0,9221,39.29999005,-76.61998499
United States of America,Orlando,24.0,9960,28.50997683,-81.38003036
United States of America,Rochester,16.0,8487,44.02205324,-92.46968937
United States of America,Rochester,16.0,8487,43.17042564,-77.61994979
Canada,Vancouver,44.0,27227,49.27341658,-123.1216442
United States of America,Tampa,12.0,8782,27.94698793,-82.45862085
United States of America,Indianapolis,16.0,8034,39.74998842,-86.17004806
United States of America,Cleveland,16.0,7695,41.4699868,-81.69499821
United States of America,Cincinnati,22.0,7516,39.16188479,-84.45692265
United States of America,Springfield,21.0,9427,44.05194806,-122.9780339
United States of America,Springfield,21.0,9427,42.12002464,-72.57999903
United States of America,Springfield,21.0,9427,39.92000388,-83.799986
United States of America,Springfield,21.0,9427,39.82000999,-89.65001652
United States of America,Springfield,21.0,9427,37.18001609,-93.31999923
Canada,Calgary,53.0,21025,51.08299176,-114.0799982
United States of America,Raleigh,9.0,7229,35.81878135,-78.64469344
United States of America,Columbia,19.0,7868,35.61499534,-87.03526656
United States of America,Columbia,19.0,7868,38.95207847,-92.33390955
United States of America,Columbia,19.0,7868,34.0399752,-80.89998214
United States of America,Alexandria,11.0,6557,38.82043276,-77.09998153
United States of America,Alexandria,11.0,6557,31.31109784,-92.44501388
United States of America,Milwaukee,28.0,9707,43.05265505,-87.91996708
United States of America,Kansas City,18.0,9159,39.11358052,-94.63014638
United States of America,Kansas City,18.0,9159,39.10708851,-94.60409422
United States of America,Jacksonville,12.0,6308,34.75432436,-77.43055567
United States of America,Jacksonville,12.0,6308,30.33002077,-81.66998682
United States of America,Honolulu,35.0,17769,21.30687644,-157.8579979
United States of America,Nashville,14.0,8906,36.16997438,-86.77998499
United States of America,Lexington,6.0,4886,38.05001467,-84.50002079
United States of America,Fort Lauderdale,15.0,6733,26.13606488,-80.14178552
United States of America,Omaha,13.0,8518,41.24000083,-96.00999007
United States of America,Buffalo,12.0,5415,42.87997825,-78.88000208
Canada,Ottawa,7.0,5029,45.4166968,-75.7000153
United States of America,Wilmington,11.0,5154,39.74626772,-75.54689803
United States of America,Wilmington,11.0,5154,34.22551943,-77.94502039
United States of America,Colorado Springs,15.0,10318,38.86296246,-104.7919863
United States of America,Durham,4.0,4897,35.99995892,-78.91999964
United States of America,Long Beach,26.0,14085,33.78696739,-118.1580439
Ireland,Dublin,16.0,4390,53.33306114,-6.248905682
United States of America,Aurora,17.0,9013,39.69585736,-104.808497
United States of America,Aurora,17.0,9013,41.76539512,-88.29999557
United States of America,Irvine,23.0,12818,33.68041058,-117.8299502
Canada,Edmonton,38.0,15472,53.55002464,-113.4999819
United States of America,Eugene,19.0,12301,44.05001019,-123.1000161
United States of America,Newark,11.0,6387,40.70042137,-74.17000533
United States of America,Dayton,5.0,4898,39.750376,-84.19998743
United States of America,Ann Arbor,10.0,4582,42.30037539,-83.71999089
United States of America,Glendale,25.0,12181,33.58194114,-112.1958238
New Zealand,Auckland,44.0,15295,-36.850013,174.7649808
United States of America,Birmingham,12.0,6605,33.53000633,-86.82499516
United States of America,Pasadena,22.0,12006,29.66086265,-95.14774296
United States of America,Pasadena,22.0,12006,34.16038129,-118.1388719
United States of America,Berkeley,25.0,13697,37.87390139,-122.271152
United Kingdom,London,16.0,7422,51.49999473,-0.116721844
United States of America,Vancouver,18.0,12074,45.63030133,-122.6399925
United States of America,Virginia Beach,14.0,4779,36.85321433,-75.97831873
United States of America,Knoxville,14.0,4715,35.97001243,-83.92003036
Canada,Winnipeg,17.0,8012,49.88298749,-97.16599186
United States of America,Spokane,23.0,11663,47.66999595,-117.4199494
United States of America,New Orleans,8.0,7061,29.99500246,-90.03996688
United States of America,Concord,9.0,6154,43.20807192,-71.53804712
United States of America,Scottsdale,25.0,9475,33.69234784,-111.8680402
United States of America,Tacoma,23.0,12281,47.21131594,-122.5150131
United States of America,Grand Rapids,5.0,3547,42.96371991,-85.66994938
United States of America,Riverside,15.0,10601,33.94194501,-117.3980386
United States of America,Santa Barbara,26.0,9405,34.43498985,-119.7199899
United States of America,Gainesville,10.0,4058,29.65138002,-82.32503727
United States of America,Oklahoma City,10.0,6620,35.47004295,-97.51868351
United States of America,Salem,15.0,7496,42.5224989,-70.88309175
United States of America,Salem,15.0,7496,44.92807029,-123.0238967
United States of America,Marietta,11.0,4396,33.95561342,-84.54324813
United States of America,Fayetteville,11.0,4166,36.06297833,-94.15720911
United States of America,Fayetteville,11.0,4166,35.06293601,-78.88359359
United States of America,Decatur,10.0,3916,39.8407064,-88.95473596
United States of America,Anchorage,23.0,11223,61.21996991,-149.9002149
United States of America,Boise,8.0,9204,43.60859011,-116.2274899
United States of America,Boulder,11.0,5814,40.03844627,-105.246093
United States of America,Memphis,13.0,5575,35.1199868,-89.99999516
United States of America,Lancaster,17.0,3746,39.71921511,-82.6053044
United States of America,Lancaster,17.0,3746,40.03777447,-76.30576644
United States of America,Lancaster,17.0,3746,34.69804873,-118.135823
United States of America,Lincoln,12.0,5673,40.81997479,-96.68000086
United States of America,Mesa,13.0,8116,33.42391461,-111.7360844
United States of America,Santa Cruz,22.0,10367,36.97194629,-122.0263904
United States of America,Charlottesville,5.0,2469,38.02918907,-78.47692591
United States of America,Detroit,15.0,5449,42.32996014,-83.08005579
United States of America,Albany,15.0,5718,44.62049217,-123.086942
United States of America,Albany,15.0,5718,31.57873008,-84.15582992
United States of America,Albany,15.0,5718,42.67001691,-73.81994918
United States of America,Greensboro,9.0,3411,36.07000633,-79.80002344
United States of America,Farmington,9.0,3609,36.75415061,-108.1860944
United States of America,Bloomington,9.0,4050,40.48459475,-88.99359664
United States of America,Bloomington,9.0,4050,39.16565716,-86.52640873
United States of America,Jackson,11.0,4368,35.61486615,-88.81389185
United States of America,Jackson,11.0,4368,32.29881533,-90.18499679
United States of America,Reno,13.0,8528,39.52997601,-119.8200096
United States of America,Greenville,9.0,3483,33.41037539,-91.06168746
United States of America,Greenville,9.0,3483,34.85292299,-82.3941545
United States of America,Greenville,9.0,3483,35.61287661,-77.3666836
United States of America,Medford,15.0,4353,42.32662701,-122.8744227
United States of America,Canton,11.0,3415,40.79886497,-81.37863509
United States of America,Charleston,11.0,3404,32.79237693,-79.99210474
United States of America,Charleston,11.0,3404,38.34973798,-81.63272811
United States of America,Auburn,14.0,6450,32.60970074,-85.48083948
United States of America,Olympia,20.0,7769,47.03804486,-122.899434
Canada,Victoria,20.0,10504,48.43328269,-123.3500009
United States of America,Bellingham,19.0,7722,48.76013613,-122.4869269
United States of America,Burlington,7.0,3014,40.80793418,-91.11276961
United States of America,Burlington,7.0,3014,44.47579816,-73.21246688
United States of America,Santa Rosa,20.0,7736,38.45040367,-122.6999889
United States of America,Fresno,25.0,9033,36.7477169,-119.7729841
United States of America,Lafayette,13.0,5636,40.41720868,-86.87824772
United States of America,Lafayette,13.0,5636,30.19997703,-92.01994938
United States of America,Sarasota,5.0,2208,27.33612083,-82.53078699
United States of America,Tallahassee,3.0,2682,30.44998761,-84.28003422
United States of America,Athens,4.0,2999,33.96129783,-83.3780221
United States of America,Des Moines,9.0,3730,41.57998008,-93.61998092
United States of America,San Mateo,23.0,8268,37.55691815,-122.3130616
United States of America,Naples,4.0,2005,26.14205935,-81.79499211
United States of America,Syracuse,5.0,2230,43.04999371,-76.15001367
United States of America,Watertown,5.0,2568,43.97515688,-75.91106185
Canada,London,5.0,2996,42.9699986,-81.24998661
United States of America,Akron,3.0,2441,41.07039878,-81.51999597
Malaysia,Kuala Lumpur,21.0,12212,3.166665872,101.6999833
United States of America,Asheville,4.0,2003,35.60119773,-82.55414474
United States of America,Manchester,6.0,1985,42.99599184,-71.45528731
Japan,Tokyo,24.0,8555,35.68501691,139.7514074
United States of America,Belleville,3.0,3178,38.52515362,-90.0002277
United Kingdom,Glasgow,6.0,2372,55.87440472,-4.250707236
United States of America,Tulsa,12.0,4339,36.12000327,-95.93002079
Canada,Kitchener,8.0,2714,43.44999514,-80.50000655
United States of America,Peoria,13.0,4624,40.69998212,-89.67004114
Spain,Granada,0.0,4062,37.16497825,-3.585011435
United States of America,Trenton,7.0,2211,40.2169625,-74.74335535
United States of America,Astoria,8.0,4262,46.18838096,-123.8299974
United States of America,West Palm Beach,3.0,2186,26.74501996,-80.12362126
United States of America,Duluth,4.0,3059,46.78333173,-92.10637822
United States of America,Santa Fe,20.0,3897,35.68692893,-105.9372394
Canada,Halifax,4.0,1183,44.65002525,-63.60000452
United States of America,Wichita,9.0,4173,37.71998313,-97.32998702
United States of America,El Paso,11.0,6535,31.77998395,-106.5099952
United States of America,Baton Rouge,9.0,3871,30.45794578,-91.14015812
United States of America,Lansing,1.0,2641,42.73352724,-84.54673629
United States of America,Fort Wayne,4.0,2044,41.08039817,-85.12998234
United States of America,Carlsbad,17.0,5721,32.420565,-104.2282998
United States of America,Laurel,5.0,2716,31.69737917,-89.1392725
United States of America,Dover,1.0,1433,39.15808657,-75.524703
United States of America,Everett,8.0,5676,47.9604175,-122.1999677
United States of America,Roanoke,2.0,2333,37.27119916,-79.94161686
Indonesia,Jakarta,19.0,9022,-6.174417705,106.8294376
United States of America,Monroe,4.0,2605,32.50960349,-92.11919397
United States of America,Fort Collins,5.0,4077,40.56068829,-105.0588693
United States of America,Providence,2.0,2061,41.82110231,-71.4149797
United States of America,Worcester,2.0,1567,42.27042889,-71.80002079
